book,chapter,verse,content_mismatch_summary,issue_count,order_differs_from_greek_syntax_informational_only,tr_scrivener_sequence,db_sequence,content_mismatch_detail
1Jn,2,13,extra_word,3,yes,"γράφω ὑμῖν, πατέρες, ὅτι ἐγνώκατε τὸν ἀπ᾽ ἀρχῆς. γράφω ὑμῖν, νεανίσκοι, ὅτι νενικήκατε τὸν πονηρόν.¶",πατερες απ αρχης γραφω υμιν νεανισκοι οτι νενικηκατε πονηρον γραφω υμιν παιδια οτι εγνωκατε ὁ πατερα τον τον,"EXTRA: DB has 'παιδια' (G3813), no TR counterpart anywhere in verse | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse | EXTRA: DB has 'πατερα' (G3962), no TR counterpart anywhere in verse"
1Jn,5,6,strongs_mismatch,1,yes,"οὗτός ἐστιν ὁ ἐλθὼν δι᾽ ὕδατος καὶ αἵματος, Ἰησοῦς ὁ Χριστός· οὐκ ἐν τῷ ὕδατι μόνον, ἀλλ᾽ ἐν τῷ ὕδατι καὶ τῷ αἵματι· καὶ τὸ πνεῦμά ἐστιν τὸ μαρτυροῦν, ὅτι τὸ πνεῦμά ἐστιν ἡ ἀλήθεια·",ουτος εστιν ελθων δι υδατος και αιματος ιησους ὁ χριστος ουκ εν ὁ υδατι μονον αλλ εν ὁ υδατι και ὁ αιματι και εστιν ὁ πνευμα μαρτυρουν οτι ὁ πνευμα εστιν ὁ αληθεια ο το,"STRONGS MISMATCH: word text matches ('μόνον,'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
1Jn,5,7,word_substitution,1,yes,"ὅτι τρεῖς εἰσιν οἱ μαρτυροῦντες, ἕν τῷ οὐρανῷ ὁ πατήρ ὁ λόγος καὶ τὸ ἅγιον πνεῦμα καὶ οὗτοι οἱ τρεῖς ἕν εἰσιν",οτι εισιν τρεις μαρτυρουντες εν ὁ ουρανω ὁ πατηρ ὁ λογος και αγιον πνευμα και ουτοι τρεις εισιν εν οι το οι,"DIFFERENT FORM: same Strong's G3588, TR 'τῷ' vs DB 'οι'"
1Jn,5,8,word_substitution,2,yes,"καὶ τρεῖς εἰσιν οἱ μαρτυροῦντες ἕν τῇ γῇ, τὸ πνεῦμα καὶ τὸ ὕδωρ καὶ τὸ αἷμα, καὶ οἱ τρεῖς εἰς τὸ ἕν εἰσιν.",και εισιν τρεις μαρτυρουντες εν ὁ γη ὁ πνευμα και ὁ υδωρ και ὁ αιμα και οι τρεις εισιν εις εν οι το,"DIFFERENT FORM: same Strong's G3588, TR 'τὸ' vs DB 'οι' | DIFFERENT FORM: same Strong's G3588, TR 'τὸ' vs DB 'οι'"
1Pe,1,1,missing_word,1,yes,"Πέτρος ἀπόστολος Ἰησοῦ Χριστοῦ ἐκλεκτοῖς παρεπιδήμοις διασπορᾶς Πόντου, Γαλατίας, Καππαδοκίας, Ἀσίας, καὶ Βιθυνίας,",πετρος αποστολος ιησου χριστου παρεπιδημοις διασπορας ποντου γαλατιας καππαδοκιας ασιας και βιθυνιας,"MISSING: TR has 'ἐκλεκτοῖς' (G1588), no match anywhere in DB verse"
1Pe,1,2,extra_word,1,yes,κατὰ πρόγνωσιν θεοῦ πατρὸς ἐν ἁγιασμῷ πνεύματος εἰς ὑπακοὴν καὶ ῥαντισμὸν αἵματος Ἰησοῦ Χριστοῦ· χάρις ὑμῖν καὶ εἰρήνη πληθυνθείη.¶,εκλεκτοις κατα προγνωσιν θεου πατρος εν αγιασμω πνευματος εις υπακοην και ραντισμον αιματος ιησου χριστου χαρις υμιν και ειρηνη πληθυνθειη,"EXTRA: DB has 'εκλεκτοις' (G1588), no TR counterpart anywhere in verse"
1Pe,1,3,extra_word,1,yes,"Εὐλογητὸς ὁ θεὸς καὶ πατὴρ τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ, ὁ κατὰ τὸ πολὺ αὐτοῦ ἔλεος ἀναγεννήσας ἡμᾶς εἰς ἐλπίδα ζῶσαν δι᾽ ἀναστάσεως Ἰησοῦ Χριστοῦ ἐκ νεκρῶν,",το ευλογητος ὁ θεος και πατηρ ὁ ημων ὁ κυριου ιησου χριστου ο κατα αυτου πολυ ελεος αναγεννησας ημας εις ζωσαν ελπιδα δι αναστασεως ιησου χριστου εκ νεκρων,"EXTRA: DB has 'ο' (G3588), no TR counterpart anywhere in verse"
1Pe,1,4,word_substitution,1,yes,εἰς κληρονομίαν ἄφθαρτον καὶ ἀμίαντον καὶ ἀμάραντον τετηρημένην ἐν οὐρανοῖς εἰς ἡμᾶς,εις κληρονομιαν αφθαρτον και αμιαντον και αμαραντον τετηρημενην εν ουρανοις εις υμας,"DIFFERENT FORM: same Strong's G2248, TR 'ἡμᾶς' vs DB 'υμας'"
1Pe,1,7,extra_word,2,yes,ἵνα τὸ δοκίμιον ὑμῶν τῆς πίστεως χρυσίου τοῦ ἀπολλυμένου διὰ πυρὸς δὲ δοκιμαζομένου εὑρεθῇ εἰς ἔπαινον καὶ δόξαν καὶ τιμὴν ἐν ἀποκαλύψει Ἰησοῦ Χριστοῦ·,ινα ὁ δοκιμιον υμων ὁ πιστεως πολυ τιμιωτερον χρυσιου του απολλυμενου δε δοκιμαζομενου δια πυρος ευρεθη εις επαινον και τιμην και δοξαν εν αποκαλυψει ιησου χριστου,"EXTRA: DB has 'πολυ' (G4183), no TR counterpart anywhere in verse | EXTRA: DB has 'τιμιωτερον' (G5093), no TR counterpart anywhere in verse"
1Pe,1,8,mixed_content,3,yes,"ὃν οὐκ εἰδότες ἀγαπᾶτε, εἰς ὃν ἄρτι μὴ ὁρῶντες πιστεύοντες δὲ ἀγαλλιᾶσθε χαρᾷ ἀνεκλαλήτῳ καὶ δεδοξασμένῃ,",ον ιδοντες ουκ ιδοντες αγαπατε εις ον αρτι ορωντες μη δε πιστευοντες αγαλλιασθε χαρα ανεκλαλητω και δεδοξασμενη,"MISSING: TR has 'εἰδότες' (G1492), no match anywhere in DB verse | EXTRA: DB has 'ιδοντες' (G3708), no TR counterpart anywhere in verse | EXTRA: DB has 'ιδοντες' (G3708), no TR counterpart anywhere in verse"
1Pe,1,12,strongs_mismatch,1,yes,"οἷς ἀπεκαλύφθη ὅτι οὐχ ἑαυτοῖς ἡμῖν δὲ διηκόνουν αὐτά, ἃ νῦν ἀνηγγέλη ὑμῖν διὰ τῶν εὐαγγελισαμένων ὑμᾶς ἐν πνεύματι ἁγίῳ ἀποσταλέντι ἀπ᾽ οὐρανοῦ, εἰς ἃ ἐπιθυμοῦσιν ἄγγελοι παρακύψαι.¶",οις απεκαλυφθη οτι ουχ εαυτοις δε ημιν διηκονουν αυτα α νυν ανηγγελη υμιν δια των ευαγγελισαμενων υμας εν αγιω πνευματι αποσταλεντι απ ουρανου α αγγελοι επιθυμουσιν παρακυψαι εις,"STRONGS MISMATCH: word text matches ('ἡμῖν'); expected Strong's (TR/TAGNT G2254, cross-walked to this DB's lexeme numbering: G2254/G4771) vs DB actual 'ημιν'=G1473"
1Pe,1,16,extra_word,1,yes,διότι γέγραπται· ἅγιοι ὅτι ἐγὼ ἅγιος εἰμι.,διοτι γεγραπται γενεσθε αγιοι οτι εγω ειμι αγιος,"EXTRA: DB has 'γενεσθε' (G1096), no TR counterpart anywhere in verse"
1Pe,2,3,extra_word,1,yes,ἐγεύσασθε ὅτι χρηστὸς ὁ κύριος.,ειπερ εγευσασθε οτι ὁ κυριος χρηστος,"EXTRA: DB has 'ειπερ' (G1512), no TR counterpart anywhere in verse"
1Pe,2,6,extra_word,1,yes,"περιέχει ἐν τῇ γραφῇ· ἰδοὺ τίθημι ἐν Σιὼν λίθον ἀκρογωνιαῖον ἐκλεκτὸν ἔντιμον, καὶ ὁ πιστεύων ἐπ᾽ αὐτῷ οὐ μὴ καταισχυνθῇ.",ο διο και περιεχει εν ὁ γραφη ιδου τιθημι εν σιων ακρογωνιαιον λιθον εκλεκτον εντιμον πιστευων επ αυτω ου μη καταισχυνθη,"EXTRA: DB has 'διο' (G1352), no TR counterpart anywhere in verse"
1Pe,2,10,missing_word,1,yes,"οἵ ποτε οὐ λαός, νῦν δὲ λαὸς θεοῦ, οἱ οὐκ ἠλεημένοι, νῦν δὲ ἐλεηθέντες.¶",ποτε ου λαος δε νυν λαος θεου οι ουκ ηλεημενοι δε νυν ελεηθεντες,"MISSING: TR has 'οἵ' (G3739), no match anywhere in DB verse"
1Pe,2,18,mixed_content,2,yes,"Οἱ οἰκέται ὑποτασσόμενοι ἐν παντὶ φόβῳ τοῖς δεσπόταις, οὐ μόνον τοῖς ἀγαθοῖς καὶ ἐπιεικέσιν, ἀλλὰ καὶ τοῖς σκολιοῖς.",τοις τοις ὁ οικεται υποτασσομενοι ὁ ὁ δεσποταις εν παντι φοβω ου μονον αγαθοις και επιεικεσιν αλλα και σκολιοις,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440 | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
1Pe,2,21,mixed_content,3,yes,"εἰς τοῦτο γὰρ ἐκλήθητε, ὅτι καὶ Χριστὸς ἔπαθεν ὑπὲρ ἡμῶν ὑμῖν ὑπολιμπάνων ὑπογραμμὸν ἵνα ἐπακολουθήσητε τοῖς ἴχνεσιν αὐτοῦ·",γαρ εις τουτο εκληθητε οτι χριστος και επαθεν υπερ ημων υπολιμπανων ημιν υπογραμμον ινα επακολουθησητε αυτου ὁ ιχνεσιν,"STRONGS MISMATCH: word text matches ('ἡμῶν'); expected Strong's (TR/TAGNT G2257, cross-walked to this DB's lexeme numbering: G2257/G4771) vs DB actual 'ημων'=G1473 | MISSING: TR has 'ὑμῖν' (G4771), no match anywhere in DB verse | EXTRA: DB has 'ημιν' (G1473), no TR counterpart anywhere in verse"
1Pe,3,1,mixed_content,2,yes,"Ὁμοίως αἱ γυναῖκες ὑποτασσόμεναι τοῖς ἰδίοις ἀνδράσιν, ἵνα καὶ εἴ τινες ἀπειθοῦσιν τῷ λόγῳ, διὰ τῆς τῶν γυναικῶν ἀναστροφῆς ἄνευ λόγου κερδηθήσωνται",της τοις ομοιως ὁ γυναικες υποτασσομεναι ιδιοις ανδρασιν ινα ει τινες απειθουσιν ὁ λογω και ανευ λογου κερδηθησωνται δια αναστροφης ὁ γυναικων,"MISSING: TR has 'αἱ' (G3739), no match anywhere in DB verse | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
1Pe,3,15,extra_word,4,yes,"κύριον δὲ τὸν θεὸν ἁγιάσατε ἐν ταῖς καρδίαις ὑμῶν.¶ Ἕτοιμοι δὲ ἀεὶ πρὸς ἀπολογίαν παντὶ τῷ αἰτοῦντι ὑμᾶς λόγον περὶ τῆς ἐν ὑμῖν ἐλπίδος,",τω δε αγιασατε κυριον ὁ θεον εν υμων ὁ καρδιαις δε ετοιμοι αει προς απολογιαν παντι αιτουντι υμας λογον περι ελπιδος της εν υμιν μετα πραυτητος και φοβου,"EXTRA: DB has 'μετα' (G3326), no TR counterpart anywhere in verse | EXTRA: DB has 'πραυτητος' (G4240), no TR counterpart anywhere in verse | EXTRA: DB has 'και' (G2532), no TR counterpart anywhere in verse | EXTRA: DB has 'φοβου' (G5401), no TR counterpart anywhere in verse"
1Pe,3,16,extra_word,1,yes,"συνείδησιν ἔχοντες ἀγαθήν, ἵνα ἐν ᾧ ὑμῶν ὡς κακοποιῶν, καταισχυνθῶσιν οἱ ἐπηρεάζοντες ὑμῶν τὴν ἀγαθὴν ἐν Χριστῷ ἀναστροφήν.",την οι εχοντες αγαθην συνειδησιν ινα εν ω καταλαλωσιν υμων ως κακοποιων καταισχυνθωσιν επηρεαζοντες υμων αγαθην αναστροφην εν χριστω,"EXTRA: DB has 'καταλαλωσιν' (G2635), no TR counterpart anywhere in verse"
1Pe,3,18,strongs_mismatch,1,yes,"ὅτι καὶ Χριστὸς ἅπαξ περὶ ἁμαρτιῶν ἔπαθεν, δίκαιος ὑπὲρ ἀδίκων, ἵνα ἡμᾶς προσαγάγῃ τῷ θεῷ, θανατωθεὶς μὲν σαρκί, ζῳοποιηθεὶς δὲ τῷ πνεύματι,",μεν οτι χριστος και απαξ επαθεν περι αμαρτιων δικαιος υπερ αδικων ινα προσαγαγη ημας ὁ θεω θανατωθεις σαρκι δε ζωοποιηθεις ὁ πνευματι,"STRONGS MISMATCH: word text matches ('ἡμᾶς'); expected Strong's (TR/TAGNT G2248, cross-walked to this DB's lexeme numbering: G2248/G4771) vs DB actual 'ημας'=G1473"
1Pe,3,20,extra_word,2,yes,"ἀπειθήσασίν ποτε, ὅτε ἡ τοῦ θεοῦ μακροθυμία ἐν ἡμέραις Νῶε κατασκευαζομένης κιβωτοῦ, εἰς ἣν ὀλίγαι τοῦτ᾽ ἔστιν ὀκτὼ ψυχαί, διεσώθησαν δι᾽ ὕδατος·",η ποτε απειθησασιν οτε απαξ μακροθυμια ὁ θεου εξεδεχετο εν ημεραις νωε κιβωτου κατασκευαζομενης εις ην ολιγαι τουτ εστιν οκτω ψυχαι διεσωθησαν δι υδατος,"EXTRA: DB has 'απαξ' (G0530), no TR counterpart anywhere in verse | EXTRA: DB has 'εξεδεχετο' (G1551), no TR counterpart anywhere in verse"
1Pe,3,21,mixed_content,2,yes,"ὃ καὶ ἡμᾶς ἀντίτυπον νῦν σῴζει βάπτισμα, οὐ σαρκὸς ἀπόθεσις ῥύπου, ἀλλὰ συνειδήσεως ἀγαθῆς ἐπερώτημα εἰς θεόν, δι᾽ ἀναστάσεως Ἰησοῦ Χριστοῦ,",αντιτυπον ω βαπτισμα και νυν σωζει ημας ου αποθεσις ρυπου σαρκος αλλα επερωτημα αγαθης συνειδησεως εις θεον δι αναστασεως ιησου χριστου,"STRONGS MISMATCH: word text matches ('ἡμᾶς'); expected Strong's (TR/TAGNT G2248, cross-walked to this DB's lexeme numbering: G2248/G4771) vs DB actual 'ημας'=G1473 | DIFFERENT FORM: same Strong's G3739, TR 'ὃ' vs DB 'ω'"
1Pe,5,10,strongs_mismatch,1,yes,"Ὁ δὲ θεὸς πάσης χάριτος ὁ καλέσας ἡμᾶς εἰς τὴν αἰώνιον αὐτοῦ δόξαν ἐν Χριστῷ Ἰησοῦ, ὀλίγον παθόντας αὐτὸς καταρτίσαι ὑμᾶς, στηρίξαι σθενώσαι θεμελιώσαι",την ο δε θεος πασης χαριτος ο καλεσας ημας εις αυτου αιωνιον δοξαν εν χριστω ιησου παθοντας ολιγον αυτος υμας καταρτισαι στηριξαι σθενωσαι θεμελιωσαι,"STRONGS MISMATCH: word text matches ('ἡμᾶς'); expected Strong's (TR/TAGNT G2248, cross-walked to this DB's lexeme numbering: G2248/G4771) vs DB actual 'ημας'=G1473"
1Th,1,3,extra_word,1,yes,μνημονεύοντες ὑμῶν τοῦ ἔργου τῆς πίστεως καὶ τοῦ κόπου τῆς ἀγάπης καὶ τῆς ὑπομονῆς τῆς ἐλπίδος τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ ἔμπροσθεν τοῦ θεοῦ καὶ πατρὸς ἡμῶν·,μνημονευοντες αδιαλειπτως υμων ὁ εργου ὁ πιστεως και ὁ κοπου ὁ αγαπης και ὁ υπομονης ὁ ελπιδος ημων ὁ κυριου ιησου χριστου εμπροσθεν ὁ θεου και ημων πατρος,"EXTRA: DB has 'αδιαλειπτως' (G0089), no TR counterpart anywhere in verse"
